WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
513,BGD,PCPIE,Bangladesh,"Inflation, end of period consumer prices",Index,Units,15.449,17.97,20.173,21.889,24.198,27.024,30.168,33.297,36.214,39.131,43.141,45.981,46.771,48.403,51.867,57.676,58.623,61.901,66.09,71.235,72.865,74.44,76.261,79.603,86.624,92.989,100,109.197,120.151,122.846,133.537,146.95,155.099,167.583,179.257,190.466,201.002,212.948,224.75,237.152,251.43,265.616,285.704,313.546,343.991,2024
513,BGD,PCPIEPCH,Bangladesh,"Inflation, end of period consumer prices",Percent change,Units,6.381,16.323,12.257,8.509,10.548,11.676,11.636,10.373,8.759,8.054,10.248,6.585,1.718,3.489,7.155,11.201,1.642,5.592,6.767,7.785,2.288,2.162,2.446,4.382,8.819,7.348,7.54,9.197,10.032,2.243,8.702,10.044,5.546,8.049,6.966,6.253,5.531,5.944,5.542,5.518,6.021,5.642,7.563,9.745,9.71,2024
316,BRB,PCPI,Barbados,"Inflation, average consumer prices",Index,Units,22.305,25.559,28.188,29.675,31.054,32.563,32.627,33.791,35.386,37.627,38.769,41.212,43.683,44.2,44.509,45.772,46.865,50.478,49.838,50.615,51.848,53.3,53.398,54.23,55.006,58.337,62.608,65.132,70.413,72.979,77.229,84.513,88.344,89.95,91.539,90.52,91.888,95.953,98.846,100.517,101.167,102.609,107.2,110.617,112.183,2023
316,BRB,PCPIPCH,Barbados,"Inflation, average consumer prices",Percent change,Units,18.498,14.589,10.287,5.275,4.648,4.858,0.199,3.567,4.719,6.334,3.036,6.3,5.996,1.184,0.7,2.838,2.386,7.711,-1.269,1.56,2.436,2.801,0.183,1.558,1.43,6.057,7.321,4.031,8.108,3.645,5.824,9.432,4.533,1.818,1.766,-1.113,1.511,4.424,3.015,1.69,0.647,1.426,4.474,3.187,1.416,2023
316,BRB,PCPIE,Barbados,"Inflation, end of period consumer prices",Index,Units,24.582,27.6,29.494,31.102,32.688,33.459,33.305,35.398,36.962,39.385,40.728,44.032,45.486,45.046,45.406,46.694,47.538,49.227,50.071,51.537,53.492,53.323,53.832,53.995,56.313,60.437,63.858,66.829,71.691,74.825,79.687,87.304,89.416,90.384,92.649,90.334,93.787,99.946,99,101.3,101.7,104.1,108.1,111.6,112.168,2023
316,BRB,PCPIEPCH,Barbados,"Inflation, end of period consumer prices",Percent change,Units,13.994,12.276,6.864,5.452,5.099,2.358,-0.461,6.283,4.418,6.555,3.412,8.112,3.302,-0.969,0.8,2.838,1.808,3.551,1.715,2.928,3.793,-0.316,0.955,0.304,4.292,7.323,5.66,4.653,7.276,4.371,6.498,9.559,2.419,1.082,2.506,-2.499,3.823,6.567,-0.947,2.323,0.395,2.36,3.842,3.238,0.509,2023
913,BLR,PCPI,Belarus,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,0.003,0.07,0.568,0.868,1.422,2.46,9.687,26.019,41.925,59.772,76.746,90.632,100,106.992,116.01,133.212,150.464,162.114,248.403,395.503,467.89,552.612,627.34,701.547,743.862,780.069,823.751,869.354,951.531,"1,096.53","1,151.55","1,217.76",2023
913,BLR,PCPIPCH,Belarus,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,190.32","2,220.90",709.297,52.688,63.82,73.018,293.733,168.601,61.133,42.568,28.398,18.094,10.336,6.992,8.429,14.828,12.95,7.743,53.228,59.218,18.303,18.107,13.523,11.829,6.032,4.867,5.6,5.536,9.453,15.239,5.017,5.75,2023
913,BLR,PCPIE,Belarus,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,0.01,0.212,0.729,1.015,1.655,4.664,16.378,33.984,49.658,66.936,83.92,96.037,103.663,110.526,123.869,140.343,154.537,169.877,354.509,431.714,502.799,584.352,654.298,723.495,756.702,799.398,837.207,898.628,988.266,"1,115.52","1,180.66","1,241.00",2023
913,BLR,PCPIEPCH,Belarus,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,996.63","1,959.70",243.964,39.299,63.107,181.749,251.196,107.495,46.121,34.792,25.373,14.44,7.94,6.62,12.072,13.3,10.113,9.927,108.686,21.778,16.466,16.22,11.97,10.576,4.59,5.642,4.73,7.336,9.975,12.876,5.84,5.111,2023
124,BEL,PCPI,Belgium,"Inflation, average consumer prices",Index,Units,39.609,42.63,46.348,49.9,53.068,55.651,56.372,57.248,57.913,59.712,61.774,63.73,65.17,66.791,68.39,69.255,70.474,71.531,72.175,72.993,74.951,76.778,77.97,79.153,80.623,82.669,84.596,86.135,90.003,89.999,92.095,95.175,97.668,98.891,99.381,100,101.772,104.036,106.437,107.768,108.224,111.706,123.246,126.073,131.523,2024
124,BEL,PCPIPCH,Belgium,"Inflation, average consumer prices",Percent change,Units,6.656,7.626,8.723,7.663,6.348,4.868,1.296,1.554,1.162,3.105,3.453,3.167,2.26,2.487,2.394,1.265,1.76,1.499,0.901,1.134,2.682,2.438,1.552,1.517,1.857,2.539,2.331,1.819,4.49,-0.004,2.329,3.344,2.62,1.252,0.495,0.623,1.772,2.225,2.308,1.25,0.424,3.217,10.331,2.294,4.322,2024
124,BEL,PCPIE,Belgium,"Inflation, end of period consumer prices",Index,Units,40.893,44.223,47.804,51.226,53.966,56.137,56.467,57.284,58.386,60.489,62.603,64.346,65.752,67.372,68.712,69.555,71.043,71.671,72.167,73.647,75.83,77.29,78.32,79.6,81.2,83.44,85.17,87.82,90.19,90.49,93.55,96.53,98.54,99.69,99.3,100.74,102.96,105.08,107.39,108.38,108.76,115.93,127.77,128.45,134.12,2024
124,BEL,PCPIEPCH,Belgium,"Inflation, end of period consumer prices",Percent change,Units,8.755,8.145,8.097,7.159,5.348,4.023,0.587,1.448,1.923,3.601,3.495,2.785,2.184,2.464,1.988,1.227,2.14,0.884,0.692,2.051,2.964,1.925,1.333,1.634,2.01,2.759,2.073,3.111,2.699,0.333,3.382,3.185,2.082,1.167,-0.391,1.45,2.204,2.059,2.198,0.922,0.351,6.592,10.213,0.532,4.414,2024
339,BLZ,PCPI,Belize,"Inflation, average consumer prices",Index,Units,41.553,46.217,49.378,51.845,53.599,55.825,56.269,57.406,60.46,60.46,61.698,63.088,64.6,65.552,67.236,69.179,73.624,74.379,73.748,72.858,73.305,74.148,75.775,77.762,80.147,83.073,86.596,88.603,94.269,93.228,94.084,95.642,96.834,97.328,98.497,97.649,98.294,99.425,99.693,99.878,100,103.239,109.716,114.543,118.3,2024
339,BLZ,PCPIPCH,Belize,"Inflation, average consumer prices",Percent change,Units,7.051,11.224,6.839,4.996,3.383,4.153,0.794,2.021,5.321,0,2.047,2.253,2.397,1.473,2.569,2.89,6.425,1.026,-0.847,-1.207,0.614,1.149,2.195,2.621,3.067,3.651,4.24,2.318,6.394,-1.104,0.918,1.656,1.247,0.51,1.201,-0.862,0.661,1.15,0.27,0.186,0.122,3.239,6.274,4.399,3.28,2024
339,BLZ,PCPIE,Belize,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.539,58.955,61.54,63.46,64.75,66.233,67.453,70.109,74.564,74.164,73.533,72.766,73.491,74.151,76.551,78.349,80.732,84.095,86.582,90.114,94.077,93.702,93.718,95.846,96.62,98.172,98.002,97.429,98.547,99.565,99.457,99.62,100,104.906,111.974,116.143,119.121,2024
339,BLZ,PCPIEPCH,Belize,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.46,4.384,3.121,2.032,2.29,1.842,3.937,6.354,-0.536,-0.852,-1.042,0.995,0.898,3.237,2.348,3.042,4.166,2.957,4.08,4.397,-0.399,0.017,2.271,0.807,1.607,-0.173,-0.585,1.148,1.033,-0.108,0.164,0.381,4.906,6.737,3.723,2.564,2024
638,BEN,PCPI,Benin,"Inflation, average consumer prices",Index,Units,26.239,26.448,27.521,25.852,28.505,28.833,28.952,28.565,29.549,29.489,29.817,30.443,32.246,32.389,44.871,51.358,53.883,55.932,59.152,59.358,61.856,64.319,65.877,66.87,67.46,71.079,73.771,74.726,80.257,81.008,82.744,85.006,90.739,91.128,90.626,90.824,90.103,91.697,92.475,91.629,94.408,96.044,97.342,100,101.165,2024
638,BEN,PCPIPCH,Benin,"Inflation, average consumer prices",Percent change,Units,9.596,0.795,4.059,-6.067,10.265,1.151,0.414,-1.339,3.445,-0.202,1.112,2.1,5.921,0.445,38.535,14.458,4.917,3.803,5.755,0.348,4.21,3.981,2.422,1.507,0.883,5.364,3.787,1.294,7.402,0.936,2.143,2.733,6.744,0.428,-0.551,0.219,-0.794,1.769,0.849,-0.916,3.033,1.734,1.351,2.731,1.165,2024
638,BEN,PCPIE,Benin,"Inflation, end of period consumer prices",Index,Units,26.719,26.931,28.025,26.324,29.026,29.36,29.482,29.087,30.089,30.028,30.362,31,31.778,32.696,50.354,51.927,55.517,56.869,60.512,58.539,64.3,65.791,66.611,67.116,68.907,71.463,75.224,75.44,81.759,81.383,84.653,86.187,92.035,90.333,89.688,91.713,89.18,91.817,91.695,92.022,93.002,97.651,100.369,100.805,100.445,2024
638,BEN,PCPIEPCH,Benin,"Inflation, end of period consumer prices",Percent change,Units,n/a,0.795,4.059,-6.067,10.265,1.151,0.414,-1.339,3.445,-0.202,1.112,2.1,2.51,2.888,54.008,3.124,6.914,2.435,6.404,-3.259,9.841,2.318,1.247,0.758,2.668,3.709,5.264,0.286,8.376,-0.459,4.018,1.812,6.785,-1.849,-0.714,2.257,-2.761,2.957,-0.133,0.357,1.064,4.999,2.783,0.434,-0.357,2024
514,BTN,PCPI,Bhutan,"Inflation, average consumer prices",Index,Units,16.947,17.789,19.553,21.927,24.787,26.77,28.156,30.139,32.606,35.496,38.836,42.853,46.343,50.789,55.613,59.553,64.781,70.32,75.658,82.511,88.438,91.732,94.428,96.762,100,104.823,109.99,115.76,123.053,131.823,138.185,150.003,165.175,178.57,195.711,208.759,215.628,224.985,233.136,239.698,246.978,267.28,283.172,296.015,308.626,2024
514,BTN,PCPIPCH,Bhutan,"Inflation, average consumer prices",Percent change,Units,12.504,4.967,9.918,12.137,13.046,8.001,5.177,7.044,8.183,8.864,9.408,10.345,8.144,9.595,9.497,7.084,8.779,8.551,7.591,9.058,7.183,3.724,2.939,2.472,3.346,4.823,4.93,5.246,6.3,7.127,4.826,8.552,10.115,8.109,9.599,6.667,3.291,4.339,3.623,2.815,3.037,8.22,5.946,4.535,4.26,2024
514,BTN,PCPIE,Bhutan,"Inflation, end of period consumer prices",Index,Units,19.924,20.892,22.537,23.214,26.729,30.685,32.668,35.563,38.692,42.189,45.976,51.23,58.758,65.919,71.52,78.287,85.693,91.661,99.894,107.957,100.053,91.21,93.706,96.491,100,105.4,108.667,113.34,120.141,128.791,136.132,149.2,163.374,184.45,199.389,208.84,216.462,227.132,232.925,239.327,249.998,268.595,286.278,297.254,302.436,2024
514,BTN,PCPIEPCH,Bhutan,"Inflation, end of period consumer prices",Percent change,Units,-11.508,4.858,7.872,3.003,15.142,14.803,6.462,8.861,8.8,9.036,8.978,11.427,14.695,12.188,8.497,9.461,9.46,6.964,8.982,8.072,-7.322,-8.838,2.737,2.971,3.637,5.4,3.1,4.3,6,7.2,5.7,9.6,9.5,12.9,8.099,4.74,3.65,4.93,2.55,2.749,4.459,7.439,6.583,3.834,1.744,2024
218,BOL,PCPI,Bolivia,"Inflation, average consumer prices",Index,Units,--,--,--,0.002,0.023,2.774,10.357,11.867,13.766,15.855,18.569,22.551,25.473,27.645,29.822,32.861,36.946,38.685,41.654,42.554,44.512,45.223,45.64,47.163,48.337,50.947,53.138,57.751,65.842,68.044,69.747,76.64,80.102,84.697,89.58,93.218,96.596,99.323,101.579,103.447,104.422,105.191,107.028,109.786,115.385,2024
218,BOL,PCPIPCH,Bolivia,"Inflation, average consumer prices",Percent change,Units,47.059,32.134,123.555,275.579,"1,281.35","11,749.63",273.35,14.579,16.002,15.174,17.12,21.444,12.958,8.526,7.875,10.192,12.43,4.709,7.674,2.161,4.601,1.596,0.923,3.338,2.489,5.4,4.3,8.682,14.009,3.345,2.502,9.884,4.517,5.737,5.765,4.061,3.625,2.822,2.272,1.839,0.942,0.736,1.747,2.577,5.1,2024
218,BOL,PCPIE,Bolivia,"Inflation, end of period consumer prices",Index,Units,--,--,0.001,0.004,0.082,6.751,11.115,12.301,14.946,17.421,20.559,23.732,26.215,28.655,31.098,35.008,37.791,40.334,42.107,43.426,44.908,45.323,46.432,48.261,49.55,51.982,54.552,60.949,68.172,68.351,73.26,78.318,81.874,87.179,91.707,94.415,98.195,100.86,102.38,103.884,104.581,105.523,108.818,111.123,122.207,2024
218,BOL,PCPIEPCH,Bolivia,"Inflation, end of period consumer prices",Percent change,Units,23.93,25.127,296.791,328.437,"2,177.30","8,170.53",64.647,10.662,21.505,16.563,18.01,15.436,10.462,9.308,8.523,12.574,7.949,6.731,4.395,3.133,3.412,0.924,2.448,3.939,2.67,4.909,4.945,11.726,11.85,0.264,7.182,6.904,4.54,6.48,5.194,2.953,4.003,2.715,1.507,1.469,0.67,0.901,3.123,2.118,9.974,2024
963,BIH,PCPI,Bosnia and Herzegovina,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.36,70.164,69.968,71.956,75.534,77.96,78.204,78.632,78.853,81.678,86.681,87.982,94.516,94.156,96.155,99.991,102.044,101.949,101.034,100,98.416,99.213,100.619,101.182,100.117,102.117,116.425,123.525,125.617,2024
963,BIH,PCPIPCH,Bosnia and Herzegovina,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.732,-0.279,2.841,4.973,3.212,0.313,0.547,0.282,3.582,6.125,1.501,7.427,-0.381,2.124,3.989,2.053,-0.093,-0.897,-1.023,-1.584,0.81,1.417,0.559,-1.052,1.998,14.012,6.098,1.693,2024
963,BIH,PCPIE,Bosnia and Herzegovina,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.988,72.943,72.739,74.806,80.042,82.443,82.114,82.524,83.019,86.589,90.527,95.002,98.62,98.596,101.628,104.725,106.613,105.101,104.644,103.286,102.734,103.984,105.629,105.874,104.202,110.787,127.196,129.977,133.746,2024
963,BIH,PCPIEPCH,Bosnia and Herzegovina,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.732,-0.279,2.841,7,3,-0.4,0.5,0.6,4.3,4.548,4.944,3.809,-0.025,3.076,3.047,1.803,-1.418,-0.435,-1.298,-0.534,1.217,1.582,0.232,-1.579,6.319,14.811,2.186,2.9,2024
616,BWA,PCPI,Botswana,"Inflation, average consumer prices",Index,Units,13.362,15.54,17.28,19.094,20.737,22.416,24.658,27.074,29.349,32.753,36.487,41.084,47.863,54.755,60.56,66.918,73.677,80.234,85.457,92.137,100,106.565,115.119,125.692,134.475,146.054,162.928,174.459,196.481,212.412,227.174,246.422,264.996,280.583,292.97,301.918,310.401,320.632,331.023,340.109,346.538,369.683,414.66,435.989,448.316,2023
616,BWA,PCPIPCH,Botswana,"Inflation, average consumer prices",Percent change,Units,12.127,16.3,11.2,10.5,8.6,8.1,10,9.8,8.4,11.6,11.4,12.6,16.5,14.4,10.6,10.5,10.1,8.9,6.51,7.816,8.534,6.565,8.026,9.185,6.988,8.61,11.553,7.077,12.623,8.108,6.95,8.473,7.537,5.882,4.415,3.054,2.81,3.296,3.241,2.745,1.89,6.679,12.166,5.144,2.827,2023
616,BWA,PCPIE,Botswana,"Inflation, end of period consumer prices",Index,Units,13.877,15.903,17.923,19.411,20.673,22.822,25.287,27.336,30.178,33.589,37.619,42.359,49.349,55.616,61.066,67.661,74.157,79.941,85.029,92.183,100,105.752,116.962,124.41,134.226,149.373,162.103,175.3,199.277,210.927,226.557,247.343,265.732,276.544,286.914,295.808,304.64,314.34,325.465,332.625,339.785,369.402,415.293,429.939,437.424,2023
616,BWA,PCPIEPCH,Botswana,"Inflation, end of period consumer prices",Percent change,Units,n/a,14.6,12.7,8.3,6.5,10.4,10.8,8.1,10.4,11.3,12,12.6,16.5,12.7,9.8,10.8,9.6,7.8,6.365,8.413,8.48,5.752,10.6,6.368,7.89,11.285,8.522,8.141,13.678,5.846,7.41,9.175,7.435,4.068,3.75,3.1,2.986,3.184,3.539,2.2,2.153,8.716,12.423,3.527,1.741,2023
223,BRA,PCPI,Brazil,"Inflation, average consumer prices",Index,Units,73.291,147.855,296.558,696.97,"2,036.00","6,637.94","16,404.82","53,861.43","3,92,713.47","60,11,358.88","18,32,10,172.18","97,60,93,360.45","10,26,80,73,824.27","2,08,17,29,60,975.02","45,29,48,32,98,244.90","75,19,30,64,26,937.42","87,04,15,63,32,079.00","93,06,98,52,12,080.17","96,04,45,76,67,224.75","1,00,71,09,05,12,712.10","1,07,80,49,04,89,263.20","1,15,17,92,68,59,177.80","1,24,91,18,92,22,130.30","1,43,29,20,00,77,485.90","1,52,74,64,06,29,719.90","1,63,24,03,61,46,421.70","1,70,06,98,72,05,724.10","1,76,26,27,20,98,499.20","1,86,27,14,44,04,695.40","1,95,37,65,84,56,154.20","2,05,22,17,11,65,156.60","2,18,84,09,70,39,589.60","2,30,66,63,32,84,567.30","2,44,97,73,77,55,913.40","2,60,48,24,49,61,124.10","2,84,00,44,05,95,910.20","3,08,82,51,15,30,234.40","3,19,46,81,77,01,225.20","3,31,17,56,52,18,738.10","3,43,53,85,72,64,335.90","3,54,57,16,26,26,753.90","3,84,00,66,51,10,472.00","4,19,64,22,23,99,270.10","4,38,91,86,15,05,252.20","4,58,08,80,25,47,407.50",2024
223,BRA,PCPIPCH,Brazil,"Inflation, average consumer prices",Percent change,Units,90.227,101.737,100.574,135.02,192.121,226.029,147.137,228.327,629.118,"1,430.72","2,947.73",432.772,951.956,"1,927.38","2,075.83",66.008,15.757,6.926,3.196,4.859,7.044,6.84,8.45,14.714,6.598,6.87,4.184,3.641,5.678,4.888,5.039,6.636,5.404,6.204,6.329,9.03,8.74,3.446,3.665,3.733,3.212,8.302,9.28,4.594,4.367,2024
223,BRA,PCPIE,Brazil,"Inflation, end of period consumer prices",Index,Units,100,195.655,400.709,"1,057.87","3,335.25","11,414.84","20,507.49","95,034.50","10,26,582.74","2,12,80,159.75","36,62,24,414.23","2,09,73,13,107.45","25,56,81,86,003.62","6,58,93,00,02,302.86","66,97,58,10,91,643.00","81,98,43,40,12,165.97","89,82,51,63,00,323.55","94,51,82,86,87,384.26","96,08,31,73,37,723.73","1,04,67,29,46,14,845.90","1,10,92,64,63,20,429.20","1,19,43,81,42,47,936.30","1,34,40,41,44,33,361.00","1,46,90,36,61,65,302.80","1,58,06,92,86,20,105.50","1,67,06,30,07,08,759.70","1,72,31,17,50,82,557.20","1,79,99,22,54,93,516.50","1,90,61,59,61,94,871.00","1,98,83,53,76,22,885.00","2,10,58,46,94,50,875.70","2,24,27,92,46,81,553.60","2,37,37,39,45,38,824.70","2,51,40,46,87,46,949.70","2,67,51,37,35,94,790.00","2,96,06,68,09,19,231.20","3,14,68,36,53,15,161.00","3,23,95,84,81,51,435.40","3,36,09,22,88,52,161.70","3,50,56,45,56,84,887.90","3,66,40,07,55,06,149.20","4,03,26,45,36,15,754.10","4,26,59,27,52,25,340.00","4,46,30,60,89,35,457.00","4,67,86,84,56,66,837.00",2024
223,BRA,PCPIEPCH,Brazil,"Inflation, end of period consumer prices",Percent change,Units,n/a,95.655,104.804,164,215.279,242.248,79.656,363.414,980.221,"1,972.91","1,620.97",472.685,"1,119.09","2,477.15",916.433,22.409,9.564,5.225,1.656,8.94,5.974,7.673,12.53,9.3,7.601,5.69,3.142,4.457,5.902,4.312,5.909,6.503,5.839,5.911,6.408,10.673,6.288,2.947,3.745,4.306,4.517,10.061,5.785,4.621,4.831,2024
516,BRN,PCPI,Brunei Darussalam,"Inflation, average consumer prices",Index,Units,n/a,67.905,67.905,68.697,70.825,72.335,73.623,74.541,75.431,76.414,78.049,79.297,80.312,83.727,85.789,90.907,92.722,94.309,93.893,93.502,94.959,95.525,93.314,93.594,94.356,95.53,95.683,96.609,98.623,99.644,100,100.138,100.25,100.64,100.432,99.941,99.663,98.406,99.415,99.027,100.948,102.698,106.484,106.91,106.495,2024
516,BRN,PCPIPCH,Brunei Darussalam,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,0,1.166,3.098,2.131,1.781,1.247,1.193,1.304,2.139,1.6,1.28,4.252,2.463,5.967,1.996,1.712,-0.441,-0.416,1.558,0.596,-2.315,0.3,0.814,1.244,0.16,0.968,2.085,1.036,0.357,0.138,0.112,0.389,-0.207,-0.488,-0.279,-1.261,1.025,-0.391,1.94,1.733,3.687,0.4,-0.389,2024
516,BRN,PCPIE,Brunei Darussalam,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,71.789,72.58,74.36,75.296,76.271,76.684,78.578,80.741,83.083,84.211,88.039,92.257,93.273,94.601,93.897,94.233,95.46,92.491,92.257,94.05,94.891,95.939,95.633,97.487,99.322,99.847,100.032,100.196,100.234,100.391,101.626,100.211,99.582,99.124,99.118,99.389,101.376,103.593,107,107.696,107.157,2024
516,BRN,PCPIEPCH,Brunei Darussalam,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,1.102,2.452,1.258,1.295,0.541,2.47,2.752,2.9,1.358,4.545,4.791,1.101,1.424,-0.743,0.357,1.302,-3.11,-0.253,1.943,0.894,1.105,-0.319,1.938,1.882,0.529,0.185,0.164,0.038,0.157,1.229,-1.392,-0.627,-0.46,-0.006,0.273,2,2.186,3.289,0.65,-0.5,2024
918,BGR,PCPI,Bulgaria,"Inflation, average consumer prices",Index,Units,0.023,0.023,0.023,0.024,0.025,0.025,0.026,0.027,0.027,0.029,0.036,0.156,0.283,0.489,0.959,1.555,3.468,40.272,47.794,49.023,54.082,58.061,61.436,62.878,66.745,70.775,76.023,81.78,91.553,93.813,96.664,99.938,102.327,102.721,101.077,99.998,98.676,99.848,102.476,104.994,106.274,109.295,123.524,134.146,137.63,2024
918,BGR,PCPIPCH,Bulgaria,"Inflation, average consumer prices",Percent change,Units,--,0.002,2.8,2.8,2.8,2.8,2.7,2.7,2.5,6.404,23.9,333.5,82,72.804,96,62.1,123,"1,061.21",18.679,2.572,10.318,7.358,5.813,2.348,6.149,6.038,7.416,7.572,11.951,2.469,3.039,3.386,2.391,0.385,-1.601,-1.067,-1.323,1.188,2.631,2.457,1.219,2.842,13.019,8.599,2.597,2024
918,BGR,PCPIE,Bulgaria,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.002,0.003,0.005,0.204,0.366,0.599,1.33,1.768,7.263,47.15,47.92,51.26,57.03,59.78,62.06,65.56,68.16,73.2,77.66,86.64,92.87,94.39,98.59,100.6,103.38,102.5,100.5,99.6,99.1,100.88,103.21,106.41,106.43,113.44,129.69,136.16,138.99,2024
918,BGR,PCPIEPCH,Bulgaria,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,69.626,64.325,"4,027.83",79.416,63.8,121.9,32.9,310.8,549.206,1.633,6.97,11.256,4.822,3.814,5.64,3.966,7.394,6.093,11.563,7.191,1.637,4.45,2.039,2.763,-0.851,-1.951,-0.896,-0.502,1.796,2.31,3.1,0.019,6.586,14.325,4.989,2.078,2024
748,BFA,PCPI,Burkina Faso,"Inflation, average consumer prices",Index,Units,32.462,34.915,39.125,42.39,44.445,47.58,46.295,44.976,46.861,46.71,46.333,47.492,46.546,46.832,58.409,62.949,66.794,68.751,72.127,71.348,71.227,74.595,76.31,77.867,77.556,82.526,84.454,84.257,93.246,94.052,93.48,96.068,99.735,100.259,100,101.653,102.102,103.616,105.643,102.227,104.153,108.224,123.136,124.296,129.508,2024
748,BFA,PCPIPCH,Burkina Faso,"Inflation, average consumer prices",Percent change,Units,12.259,7.556,12.058,8.346,4.847,7.054,-2.7,-2.85,4.191,-0.322,-0.807,2.502,-1.991,0.614,24.72,7.772,6.109,2.929,4.911,-1.08,-0.169,4.727,2.3,2.04,-0.4,6.409,2.336,-0.233,10.668,0.864,-0.608,2.769,3.817,0.525,-0.258,1.653,0.441,1.483,1.956,-3.233,1.885,3.908,13.779,0.942,4.193,2024
748,BFA,PCPIE,Burkina Faso,"Inflation, end of period consumer prices",Index,Units,33.398,35.583,40.359,41.469,44.576,45.02,43.429,44.724,45.686,46.426,45.797,45.39,45.316,46.538,60.076,62.444,66.772,69.562,70.237,70.7,72.403,73.11,75.986,78.391,78.933,82.463,83.724,85.622,95.535,93.773,93.529,98.261,99.906,100.026,99.877,102.74,102.43,104.11,104.46,101.79,104.15,112.688,123.2,124.5,130.6,2024
748,BFA,PCPIEPCH,Burkina Faso,"Inflation, end of period consumer prices",Percent change,Units,n/a,6.543,13.423,2.75,7.493,0.996,-3.533,2.981,2.151,1.619,-1.355,-0.889,-0.163,2.696,29.091,3.941,6.931,4.178,0.972,0.659,2.409,0.976,3.935,3.165,0.692,4.472,1.528,2.267,11.578,-1.844,-0.261,5.06,1.674,0.12,-0.149,2.867,-0.302,1.64,0.336,-2.556,2.318,8.198,9.328,1.055,4.9,2024
618,BDI,PCPI,Burundi,"Inflation, average consumer prices",Index,Units,3.086,3.476,3.657,3.962,4.527,4.698,4.784,5.122,5.356,5.977,6.399,6.96,7.085,7.768,8.905,10.59,13.437,17.651,19.884,20.521,25.534,27.908,27.527,30.458,32.948,37.314,38.339,41.564,51.708,57.166,60.878,66.718,78.834,85.092,88.841,93.767,98.978,114.66,111.456,110.544,118.866,128.806,153.093,194.547,233.823,2024
618,BDI,PCPIPCH,Burundi,"Inflation, average consumer prices",Percent change,Units,1.2,12.632,5.216,8.337,14.28,3.774,1.829,7.058,4.577,11.597,7.048,8.778,1.783,9.65,14.632,18.926,26.884,31.356,12.655,3.2,24.432,9.296,-1.366,10.647,8.176,13.252,2.745,8.412,24.407,10.555,6.493,9.592,18.161,7.938,4.405,5.545,5.558,15.844,-2.794,-0.818,7.528,8.363,18.855,27.078,20.188,2024
618,BDI,PCPIE,Burundi,"Inflation, end of period consumer prices",Index,Units,3.021,3.353,3.622,3.812,4.764,4.501,4.7,4.934,5.199,5.823,6.448,6.985,7.231,8.354,9.454,11.266,15.477,19.658,19.667,23.472,26.815,27.831,28.734,31.853,35.696,36.08,39.328,45.106,56.687,59.311,61.73,70.905,79.291,86.441,89.679,96.054,105.229,115.189,108.831,113.922,123.082,135.442,171.496,206.144,281.1,2024
